Obj1,Obj2,Obj3,Obj4,Obj5,Obj6,Obj7,Obj8,Obj9,Obj10,Obj11,Obj12,Obj13,Obj14,Obj15,Obj16,Obj17,Obj18,Obj19,Obj20
2.1338e-37,7.0599e-36,1.1535e-19,0,4.6499e-20,4.6258e-22,1.3441e-19,1.5489e-19,1.1282e-22,0,4.3297e-17,4.1539e-24,0.70711,1.3653e-06,1.4267e-06,1.4165e-06,0.70711,1.4038e-06,1.4292e-06,1.2917e-06
2.1032e-07,1.0049e-08,0,6.9038e-07,9.9402e-08,7.2302e-07,1.7067e-12,0,9.0263e-08,5.0104e-10,1.486e-12,4.3361e-08,0.70711,1.1506e-06,1.0018e-06,0.70711,1.7453e-06,1.3765e-06,1.3213e-06,1.3207e-06
2.6427e-36,7.364e-35,5.0501e-37,1.4773e-37,2.7523e-38,1.2034e-18,4.2871e-17,1.3359e-18,0,1.8319e-19,3.6568e-18,4.4873e-18,0.70711,1.3674e-06,0.70711,1.3725e-06,1.3866e-06,1.4073e-06,1.4158e-06,1.2739e-06
5.1819e-19,0,4.334e-21,4.3009e-17,1.456e-18,0,2.4595e-18,5.9842e-23,3.4494e-18,6.5653e-20,1.8825e-18,1.0243e-18,0.70711,0.70711,1.4736e-06,1.4046e-06,1.4422e-06,1.4232e-06,1.41e-06,1.3123e-06
2.2766e-49,3.7179e-33,4.8223e-34,2.3321e-35,3.8881e-36,6.1228e-17,1.0164e-22,7.0196e-19,1.9779e-22,1.1698e-22,9.4554e-23,1.1258e-22,1,1.2139e-06,1.4549e-06,1.3462e-06,1.3762e-06,1.4141e-06,9.542e-07,1.1989e-06
1.762e-33,9.347e-34,1.5275e-33,7.4546e-34,3.0497e-37,2.2653e-34,3.3217e-34,4.3298e-17,0,4.4429e-22,2.8024e-22,0.70711,1.4474e-06,1.331e-06,1.2805e-06,1.385e-06,1.3901e-06,1.4011e-06,1.4866e-06,0.70711
7.7676e-23,1.4746e-21,3.8849e-17,0,1.0013e-24,6.4652e-21,1.0738e-19,1.3114e-19,1.9117e-17,7.3995e-23,7.5179e-23,0.70711,1.3488e-06,1.3485e-06,1.3642e-06,1.404e-06,1.4889e-06,1.4663e-06,0.70711,1.2947e-06
1.7774e-53,3.1863e-52,1.5321e-49,0,2.5021e-33,7.4079e-36,1.6301e-39,8.7649e-34,3.4571e-39,5.2732e-39,4.3298e-17,0.70711,1.412e-06,1.3576e-06,1.4228e-06,1.382e-06,1.3944e-06,0.70711,1.4082e-06,1.3103e-06
1.6197e-18,4.2481e-17,2.365e-19,6.5008e-18,0,0,4.6505e-18,0,1.8745e-18,4.5022e-22,4.4856e-20,0.70711,1.3973e-06,1.3475e-06,1.4141e-06,1.3853e-06,0.70711,1.3914e-06,1.3984e-06,1.2827e-06
3.4518e-38,1.4643e-37,1.1248e-38,2.9304e-36,3.8708e-43,4.792e-20,4.329e-17,8.3559e-19,7.8143e-23,8.3584e-23,6.7343e-23,0.70711,1.4009e-06,1.3506e-06,1.3849e-06,0.70711,1.4029e-06,1.3907e-06,1.4104e-06,1.3173e-06
2.1653e-18,4.2731e-17,0,4.7265e-18,1.0294e-21,0,4.658e-18,0,0,4.5161e-22,8.7419e-23,0.70711,1.3958e-06,1.3864e-06,0.70711,1.5203e-06,1.4051e-06,1.4069e-06,1.3986e-06,1.3061e-06
4.9755e-51,0,4.2958e-53,0,8.1259e-35,4.886e-34,8.089e-18,1.2712e-23,4.2535e-17,6.4845e-20,0,0.70711,1.4e-06,0.70711,1.4549e-06,1.3433e-06,1.4408e-06,1.4231e-06,1.408e-06,1.3733e-06
2.1544e-33,0,1.5128e-33,6.2867e-35,1.2719e-34,2.03e-35,1.936e-34,0,4.3172e-17,7.7902e-23,3.2968e-18,0.7071,0.70711,1.4031e-06,1.5953e-06,1.3679e-06,1.4406e-06,1.4175e-06,1.3152e-06,1.3124e-06
2.9734e-20,3.819e-22,2.7736e-18,1.2952e-19,7.2969e-20,5.2914e-20,1.7375e-21,2.6617e-19,6.1169e-17,0,9.4045e-23,1,1.2727e-06,1.3439e-06,1.5413e-06,1.3414e-06,6.7301e-07,1.009e-06,1.2381e-06,9.9161e-07
5.299e-37,8.3006e-36,5.7993e-38,1.4629e-36,2.6158e-33,4.2719e-17,4.8477e-18,5.1277e-18,8.351e-23,8.8068e-20,0.70711,1.4004e-06,1.3828e-06,1.3601e-06,1.367e-06,1.3496e-06,1.3859e-06,1.4306e-06,1.2216e-06,0.70711
2.2288e-33,1.3369e-34,3.6464e-17,7.3029e-20,0,1.6884e-19,0,1.2502e-17,1.9693e-17,9.7204e-19,0.70711,1.3802e-06,1.3493e-06,1.3484e-06,1.3088e-06,1.4039e-06,1.489e-06,1.4334e-06,0.70711,1.2841e-06
1.5283e-49,1.2713e-50,2.5045e-33,0,4.0902e-17,1.6076e-19,2.4936e-23,1.4203e-17,0,8.6119e-23,0.70711,1.38e-06,1.4115e-06,1.3575e-06,1.4195e-06,1.382e-06,1.3944e-06,0.70711,1.4128e-06,1.3091e-06
6.7947e-20,2.9432e-21,1.4459e-18,0,1.8261e-20,5.7577e-21,2.8049e-21,8.4666e-19,4.3265e-17,2.105e-19,0.70711,1.3374e-06,1.4134e-06,1.3574e-06,1.3289e-06,1.4165e-06,0.70711,1.4032e-06,1.4281e-06,1.306e-06
4.5251e-40,2.2572e-40,3.5246e-41,8.6924e-38,1.4488e-36,8.2636e-35,6.104e-38,1.3498e-18,4.3277e-17,8.9553e-20,0.70711,1.3832e-06,1.3619e-06,1.3604e-06,1.3278e-06,0.70711,1.3427e-06,1.3572e-06,1.4076e-06,1.2842e-06
4.0205e-21,1.599e-19,0,4.334e-20,3.0961e-17,2.9841e-17,5.0562e-18,0,7.5303e-23,8.7302e-23,0.70711,1.3669e-06,1.3976e-06,1.3213e-06,0.70711,1.3952e-06,1.4005e-06,1.4078e-06,1.4176e-06,1.2651e-06
4.3068e-17,4.4381e-18,1.1936e-20,0,3.3756e-22,1.7009e-19,3.9574e-19,0,6.3762e-23,4.491e-21,0.70711,1.3364e-06,1.4115e-06,0.70711,1.4034e-06,1.4126e-06,1.4463e-06,1.4135e-06,1.4131e-06,1.31e-06
1.7526e-19,3.2187e-17,0,3.7175e-22,6.7484e-20,2.8861e-17,2.3771e-18,6.6299e-23,0,4.3625e-23,0.7071,1.4441e-06,0.70711,1.4194e-06,1.4542e-06,1.3689e-06,1.3729e-06,1.4155e-06,1.4173e-06,1.3271e-06
1.6878e-20,4.1983e-21,2.5746e-19,9.9594e-21,2.5383e-20,4.9119e-25,4.3297e-17,0,7.9542e-23,7.9396e-23,0.70711,0.70711,1.4108e-06,1.5165e-06,1.4445e-06,1.3544e-06,1.3959e-06,1.2943e-06,1.4073e-06,1.2929e-06
2.1342e-18,4.5539e-19,6.0968e-17,0,2.03e-18,4.8378e-18,1.4455e-22,9.1084e-23,7.0485e-23,2.405e-19,1,1.3109e-06,9.7431e-07,1.6469e-06,1.2878e-06,8.1002e-07,1.3649e-06,1.2398e-06,1.1769e-06,1.3138e-06
2.3152e-07,5.5353e-08,2.3712e-07,1.3591e-07,4.1133e-07,1.4251e-07,4.1297e-08,2.0075e-07,3.8051e-07,0.70711,1.3626e-06,1.6509e-06,1.4212e-06,1.351e-06,1.2419e-06,1.2854e-06,1.4462e-06,1.2919e-06,1.1953e-06,0.70711
3.4334e-07,0,3.2447e-07,2.0117e-07,2.6514e-10,1.3161e-07,3.8783e-07,2.2963e-07,1.5468e-07,0.70711,1.4367e-06,1.1824e-06,1.4031e-06,1.3493e-06,1.3179e-06,1.3509e-06,1.2413e-06,1.5928e-06,0.70711,1.2801e-06
2.5249e-07,2.5985e-07,5.8109e-09,1.5097e-07,0,1.0155e-07,2.7056e-07,1.7295e-07,4.7497e-07,0.70711,1.2222e-06,1.4265e-06,1.4197e-06,1.2067e-06,1.3257e-06,1.4117e-06,1.3033e-06,0.70711,1.5092e-06,1.3903e-06
2.9249e-08,3.6115e-07,2.3004e-08,1.1779e-07,8.7314e-08,6.3337e-08,2.889e-07,1.7093e-07,4.8787e-07,0.70711,1.316e-06,1.3159e-06,1.4171e-06,1.3683e-06,1.326e-06,1.3058e-06,0.70711,1.29e-06,1.3556e-06,1.1033e-06
1.5109e-07,1.58e-07,2.3401e-07,9.3701e-11,3.5175e-07,1.2238e-07,3.4742e-07,1.9698e-07,1.4232e-07,0.70711,1.4384e-06,1.0098e-06,1.3887e-06,1.2029e-06,1.3181e-06,0.70711,1.4081e-06,1.368e-06,1.4782e-06,1.275e-06
2.0788e-07,1.3312e-07,2.197e-07,1.3738e-07,3.4774e-07,2.7319e-08,3.7814e-07,2.1644e-07,1.7399e-07,0.70711,9.5911e-07,1.1774e-06,1.0599e-06,1.3584e-06,0.70711,1.3599e-06,1.046e-06,1.2936e-06,1.2653e-06,1.2166e-06
2.9743e-07,1.8732e-07,3.118e-07,2.0191e-07,3.0902e-12,3.5233e-08,4.0189e-07,2.2158e-07,1.7716e-07,0.70711,1.2781e-06,1.1746e-06,1.4253e-06,0.70711,1.6428e-06,1.3288e-06,1.7545e-06,9.9407e-07,1.2683e-06,1.2766e-06
2.0185e-07,8.5857e-08,2.2685e-07,1.4204e-07,3.9317e-07,3.6289e-08,3.5441e-07,1.9601e-07,1.7382e-07,0.7071,1.198e-06,9.6734e-07,0.70711,1.6257e-06,1.7529e-06,1.8144e-06,1.455e-06,1.3654e-06,1.2873e-06,1.3095e-06
1.78e-07,1.8675e-07,1.6734e-08,3.227e-09,2.6009e-07,3.5473e-08,3.5463e-07,1.6824e-07,4.7247e-07,0.70711,1.4363e-06,0.70711,1.1953e-06,1.4173e-06,1.5611e-06,1.3274e-06,1.437e-06,1.2845e-06,1.3161e-06,1.2758e-06
2.1671e-07,1.2476e-07,2.9916e-07,0,4.2179e-09,3.3103e-07,4.055e-07,2.2385e-07,1.7665e-07,0.70714,0.70708,1.5508e-06,2.0147e-06,1.3684e-06,1.6432e-06,1.4218e-06,1.413e-06,1.4839e-06,1.3955e-06,1.2149e-06
2.2135e-07,8.7004e-09,0,6.1053e-07,2.1179e-08,1.6148e-07,4.667e-08,2.1171e-07,6.9856e-07,1,1.4049e-06,6.9171e-07,1.0113e-06,1.6319e-06,8.0569e-07,6.3148e-07,7.5025e-07,1.2446e-06,1.0149e-06,1.0413e-06
1.05e-21,5.358e-20,8.5642e-21,0,1.8211e-21,4.3076e-17,0,4.3764e-18,0.70711,1.4098e-06,1.4248e-06,1.2866e-06,1.402e-06,1.2946e-06,1.284e-06,1.4108e-06,1.4291e-06,1.4254e-06,1.0596e-06,0.70711
2.657e-53,1.3403e-51,2.1893e-35,3.4701e-37,3.6259e-37,3.5764e-19,6.1959e-29,4.3296e-17,0.70711,1.407e-06,1.4365e-06,1.3096e-06,1.402e-06,1.3489e-06,1.3168e-06,1.3592e-06,1.4279e-06,1.4344e-06,0.70711,1.2357e-06
1.6682e-37,2.0837e-38,1.1732e-38,4.1153e-40,1.3659e-34,2.6452e-33,1.1592e-34,4.3298e-17,0.70711,1.4463e-06,1.4322e-06,1.3848e-06,1.3628e-06,1.3601e-06,1.4162e-06,1.4102e-06,1.3833e-06,0.70711,1.4123e-06,1.2769e-06
7.7823e-53,7.9337e-51,3.0642e-52,0,2.5041e-51,1.6213e-49,2.6512e-33,4.3298e-17,0.70711,1.3526e-06,1.4248e-06,1.4366e-06,1.3208e-06,1.3653e-06,1.2832e-06,1.418e-06,0.70711,1.4375e-06,1.4281e-06,1.3198e-06
1.5903e-36,2.5971e-20,4.5403e-26,0,6.9072e-21,2.3326e-19,2.4773e-20,4.3297e-17,0.70711,1.4424e-06,1.4248e-06,1.4312e-06,1.4382e-06,1.3234e-06,1.3062e-06,0.70711,1.3459e-06,1.4983e-06,1.3109e-06,1.3191e-06
7.5093e-21,1.4328e-18,4.2338e-17,7.6574e-18,5.1315e-20,0,4.6353e-18,8.5678e-23,0.70711,1.3539e-06,1.4339e-06,1.4052e-06,1.3337e-06,1.3388e-06,0.70711,1.3667e-06,1.5171e-06,1.4155e-06,1.4849e-06,1.2804e-06
4.6145e-35,4.7711e-36,0,0,0,1.8526e-37,7.5762e-19,4.3291e-17,0.70711,1.4292e-06,1.3911e-06,1.3363e-06,1.4043e-06,0.70711,1.4545e-06,1.4027e-06,1.4408e-06,1.3526e-06,1.4985e-06,1.2888e-06
7.3032e-20,1.0849e-18,1.1658e-24,3.1708e-19,0,1.9894e-24,4.3283e-17,3.1916e-21,0.7071,1.3373e-06,1.4485e-06,1.4736e-06,0.70711,1.489e-06,1.4507e-06,1.394e-06,1.386e-06,1.4129e-06,1.4156e-06,1.3003e-06
7.8158e-09,1.7384e-10,5.6789e-09,2.6345e-09,2.0244e-11,3.0934e-07,2.8937e-08,3.8635e-09,0.70711,1.5108e-06,1.4146e-06,0.70711,1.3384e-06,1.404e-06,1.5983e-06,1.3527e-06,1.4401e-06,1.0831e-06,1.5016e-06,8.4302e-07
3.495e-19,4.4107e-18,6.3693e-20,0,7.9202e-24,7.9751e-24,4.3071e-17,3.779e-23,0.70711,3.1277e-07,0.7071,1.8117e-06,1.9169e-06,1.2263e-06,1.4799e-06,1.4023e-06,1.451e-06,1.3551e-06,1.4243e-06,1.3082e-06
1.0008e-20,1.6591e-23,1.3744e-19,1.9971e-18,1.3669e-24,3.7456e-20,4.3252e-17,8.5117e-23,0.70711,0.7071,1.5222e-06,1.4303e-06,1.4365e-06,1.5177e-06,1.4505e-06,1.3407e-06,1.5047e-06,1.3267e-06,1.3738e-06,1.2506e-06
9.9092e-52,0,2.2712e-54,0,1.6183e-35,2.6429e-19,6.1232e-17,1.6281e-19,1,1.3683e-06,1.2735e-06,1.4653e-06,1.2013e-06,1.3602e-06,1.7047e-06,1.3405e-06,1.3607e-06,1.495e-06,1.3284e-06,1.2506e-06
3.3334e-17,1.9087e-17,6.1737e-18,1.9002e-17,0,5.1989e-21,0,0.70711,1.0967e-06,1.4066e-06,1.4371e-06,1.3984e-06,1.4155e-06,1.3588e-06,1.2487e-06,1.4096e-06,1.4187e-06,9.6861e-07,1.2124e-06,0.70711
7.9078e-19,4.5144e-19,4.1616e-17,8.2968e-20,1.8598e-18,1.0895e-17,4.4477e-18,0.70711,1.3555e-06,1.4502e-06,1.4372e-06,1.1836e-06,1.4149e-06,1.3422e-06,1.3183e-06,1.3509e-06,1.4794e-06,1.433e-06,0.70711,1.2841e-06
8.7652e-35,1.0446e-34,9.0667e-36,0,2.2319e-18,4.3222e-17,1.2431e-18,0.70711,1.338e-06,1.4463e-06,1.4322e-06,1.3848e-06,1.3542e-06,1.3601e-06,1.3242e-06,1.3596e-06,1.3833e-06,0.70711,1.4314e-06,1.237e-06
1.6864e-37,2.6442e-33,1.6828e-34,9.4818e-35,1.076e-35,4.3298e-17,0,0.70711,1.3259e-06,1.375e-06,1.3178e-06,1.3137e-06,1.1971e-06,1.3533e-06,1.3242e-06,1.4204e-06,0.70711,1.369e-06,1.4541e-06,1.2315e-06
3.8551e-22,4.5891e-22,1.5426e-23,5.598e-22,1.5363e-20,4.3089e-17,4.2507e-18,0.70711,1.232e-06,1.4407e-06,1.4281e-06,1.3504e-06,1.3527e-06,1.322e-06,1.3071e-06,0.70711,1.3411e-06,1.4907e-06,1.3109e-06,1.3641e-06
4.2347e-17,0,2.8386e-18,7.3319e-18,1.0618e-18,9.482e-19,4.1943e-18,0.70711,1.2455e-06,1.3583e-06,1.2298e-06,1.3078e-06,1.3544e-06,1.3536e-06,0.70711,1.3603e-06,1.403e-06,1.354e-06,1.4148e-06,1.2859e-06
2.2848e-18,4.2316e-17,2.8403e-18,7.1654e-18,6.0189e-19,9.6395e-19,4.2572e-18,0.70711,1.2443e-06,1.3569e-06,1.3099e-06,1.3058e-06,1.3544e-06,0.70711,1.4112e-06,1.3603e-06,1.4022e-06,1.4185e-06,1.501e-06,1.2859e-06
7.6243e-20,1.0878e-18,6.2214e-23,3.1637e-19,0,2.0251e-24,4.3283e-17,0.7071,1.3162e-06,1.3121e-06,1.4339e-06,1.4704e-06,0.70711,1.4911e-06,1.4491e-06,1.3544e-06,1.4131e-06,1.4856e-06,1.4158e-06,1.2745e-06
5.5241e-35,1.7197e-37,9.0215e-19,1.2069e-19,1.6972e-24,4.3288e-17,8.3763e-23,0.70711,1.2422e-06,1.4453e-06,1.3407e-06,0.70711,1.3959e-06,1.6166e-06,1.5351e-06,1.3358e-06,1.4105e-06,1.3653e-06,1.4338e-06,1.2144e-06
1.4486e-34,2.6474e-33,4.33e-17,0,0,0,0,0.70714,1.321e-06,1.4444e-06,0.70708,1.461e-06,1.3491e-06,1.5862e-06,1.4242e-06,1.3397e-06,1.2421e-06,1.2512e-06,1.3155e-06,1.3746e-06
2.6059e-37,1.7233e-38,0,9.6126e-36,1.7055e-39,1.5704e-19,4.3298e-17,0.70711,1.2713e-06,0.7071,1.5246e-06,1.4338e-06,1.6386e-06,1.4051e-06,1.3689e-06,1.4121e-06,1.4842e-06,1.351e-06,1.3948e-06,1.3787e-06
2.0743e-24,0,0,7.019e-23,5.592e-28,8.2415e-22,4.3298e-17,0.70711,0.70711,1.4174e-06,1.5284e-06,1.4617e-06,1.4447e-06,1.4102e-06,1.4239e-06,1.2531e-06,1.4798e-06,1.3816e-06,1.39e-06,1.2478e-06
1.403e-22,1.0554e-23,6.7997e-20,5.6658e-18,6.0925e-17,1.1691e-21,2.3216e-18,1,9.4953e-07,1.004e-06,1.7186e-06,6.5341e-07,1.2761e-06,1.3938e-06,1.0185e-06,1.3709e-06,1.2252e-06,1.2129e-06,1.324e-06,1.2562e-06
2.6061e-33,0,1.5719e-34,4.6097e-34,6.4207e-36,4.3298e-17,0.70711,1.4009e-06,1.3404e-06,1.5127e-06,1.2079e-06,1.357e-06,1.2517e-06,1.3457e-06,1.1017e-06,1.3489e-06,1.4969e-06,1.0612e-06,1.5046e-06,0.70711
3.3828e-18,2.1225e-19,2.1846e-19,0,2.9359e-19,4.3163e-17,0.70711,1.3975e-06,1.3596e-06,1.4284e-06,1.2461e-06,1.4366e-06,1.3227e-06,1.5634e-06,1.3228e-06,1.416e-06,1.4371e-06,9.7801e-07,0.70711,1.2256e-06
2.6179e-33,4.191e-34,0,3.799e-37,4.3298e-17,4.888e-23,0.70711,1.4175e-06,1.3362e-06,1.4021e-06,1.4337e-06,1.3007e-06,1.333e-06,1.3348e-06,1.2713e-06,1.3084e-06,1.4177e-06,0.70711,1.3928e-06,1.3154e-06
1.8711e-34,3.0558e-18,1.8844e-19,2.7523e-22,1.0101e-22,4.3189e-17,0.70711,1.3981e-06,1.3282e-06,1.3722e-06,1.2462e-06,1.4369e-06,1.3776e-06,1.3664e-06,1.3232e-06,1.4175e-06,0.70711,1.3951e-06,1.3067e-06,1.2289e-06
