Obj1,Obj2,Obj3
1.600793662,0.622566876,1.007467961
0.695805313,0.148010435,1.496279135
1.349175413,1.270555491,0.877990562
1.500591189,0.212530323,0.377865767
0.48380845,0.188384198,1.514966251
0.135917503,0.098445717,1.640885402
1.91617103,0.181633842,0.292297126
0.942836776,0.124031015,1.240005227
1.190062859,0.521347891,0.875565484
0.016227076,0.127809899,1.813444649
1.031312834,0.016164528,1.308705679
1.140239982,1.59928808,0.631068516
1.342517989,0.541011446,0.508751442
0.082149299,0.19906749,1.715191808
0.369149732,1.689651315,0.381505923
0.053036749,0.051859443,2.019891506
1.291520527,0.661146316,1.069489957
0.175688377,0.776308228,1.725278126
1.288730268,0.537379522,0.965361149
1.501743022,1.087817884,0.634606418
1.509173667,0.961455745,0.68702737
0.243856455,0.377909683,2.274535662
0.307144558,0.605926675,1.47923927
0.349545139,1.300690585,1.401525811
0.25835306,1.401666017,0.598019317
0.771113503,1.124261231,0.476547411
0.106906704,0.360620379,1.512524118
0.147967552,1.286731675,1.621341146
0.011396038,0.189012865,1.321725055
1.315268322,0.719825431,0.062013041
0.372287844,0.392297808,2.136704513
1.081847157,0.797327736,1.061116914
1.58868492,1.354295696,0.074993065
0.901909491,1.271607138,1.226922864
0.287055871,0.70600466,1.513380253
0.726193887,1.004630342,1.025244706
0.34319756,0.575619541,1.108882085
0.084674532,0.860535843,1.908523321
0.749421971,1.423168289,0.471687939
1.723480251,0.878555307,0.388265875
0.452639162,0.712182003,1.584126935
0.374360205,1.18579197,1.150315293
0.157310795,2.219750659,0.73368205
0.008163918,0.213840024,2.311535109
0.065428212,0.455307496,2.07851871
1.201645262,0.823746754,1.01662574
0.393592412,0.284187348,2.070346802
0.348835327,1.307441923,1.320888317
