Obj1,Obj2,Obj3,Obj4,Obj5
1.3362e-17,0.21822,0,0.43647,0.87302
1.4031e-17,0.22914,0,0.68834,0.68829
1.3354e-17,0.21809,9.2839e-11,0.87299,0.43643
1.1772e-17,0.19224,1.2873e-07,0.96244,0.19259
1.0072e-17,0.16449,0,0.98654,0
1.1797e-17,0.19266,0.19258,0,0.96236
1.4046e-17,0.22939,0.22938,0.22939,0.91778
1.581e-17,0.2582,0.2581,0.51646,0.7748
1.5826e-17,0.25845,0.25829,0.77478,0.51629
1.4027e-17,0.22908,0.22924,0.91793,0.22943
1.179e-17,0.19255,0.19232,0.96242,0
3.3479e-07,0.21829,0.43642,0,0.87297
1.5824e-17,0.25843,0.51618,0.25812,0.77475
1.7011e-17,0.27781,0.55398,0.55527,0.55481
1.5802e-17,0.25806,0.51652,0.77465,0.25818
1.3359e-17,0.21817,0.43659,0.87307,0
1.406e-17,0.22962,0.68829,0,0.68836
1.5826e-17,0.25846,0.77475,0.25822,0.51651
1.5837e-17,0.25864,0.77492,0.51678,0.25822
1.4088e-17,0.23007,0.68832,0.68833,4.4144e-06
1.336e-17,0.21819,0.87287,0,0.43659
1.4044e-17,0.22936,0.91768,0.22943,0.22979
1.336e-17,0.21818,0.87298,0.43645,0
1.1788e-17,0.19251,0.96242,0,0.19252
1.1768e-17,0.19219,0.96258,0.19245,0
1.0084e-17,0.16468,0.98658,0,0
2.2741e-17,0.37139,0,4.9857e-09,0.92852
2.673e-17,0.43654,0,0.2181,0.87294
2.9711e-17,0.48522,3.27e-07,0.48489,0.72778
2.9699e-17,0.48502,3.3216e-07,0.72767,0.4853
2.6725e-17,0.43645,0,0.87296,0.21835
2.2742e-17,0.3714,0,0.92856,0
2.6725e-17,0.43645,0.21817,0,0.87295
3.1618e-17,0.51636,0.25811,0.25812,0.77476
7.3827e-11,0.55455,0.27763,0.55482,0.55512
3.163e-17,0.51656,0.25793,0.7748,0.25817
9.6045e-07,0.43647,0.2182,0.87292,0
2.971e-17,0.4852,0.485,0,0.72772
3.3962e-17,0.55464,0.55461,0.27737,0.55509
3.3963e-17,0.55467,0.55501,0.55462,0.27756
2.9728e-17,0.4855,0.48498,0.72769,0
4.871e-09,0.48494,0.72766,0,0.48532
3.16e-17,0.51607,0.77521,0.25829,0.25786
2.97e-17,0.48504,0.72795,0.48507,0
1.8301e-06,0.43684,0.87296,0,0.21838
2.6729e-17,0.43652,0.87308,0.2178,0
2.2743e-17,0.37142,0.92855,0,8.5059e-07
3.6736e-17,0.59995,0,0,0.80033
4.2152e-17,0.6884,0,0.22941,0.68816
4.456e-17,0.72771,0,0.48498,0.48515
4.2154e-17,0.68842,0,0.68845,0.22943
3.6718e-17,0.59965,2.275e-12,0.80045,0
4.2206e-17,0.68927,0.22963,0,0.68722
1.61e-05,0.77466,0.25809,0.25867,0.51638
4.7431e-17,0.7746,0.25722,0.51719,0.2582
2.4235e-05,0.6891,0.22845,0.68829,0
3.6322e-09,0.72763,0.48529,6.022e-08,0.48501
4.7443e-17,0.7748,0.51634,0.25841,0.2582
4.4571e-17,0.72791,0.48496,0.48504,0
4.218e-17,0.68885,0.68879,2.3427e-05,0.22948
4.2127e-17,0.68799,0.68863,0.22933,0
4.5413e-13,0.5999,0.80021,5.1704e-09,0
4.8987e-17,0.80002,1.1898e-09,0,0.60018
5.3456e-17,0.873,0,0.21793,0.43666
5.345e-17,0.8729,0,0.43656,0.21792
4.8981e-17,0.79992,0,0.60052,3.5669e-06
5.3446e-17,0.87284,0.21827,0,0.43661
5.6206e-17,0.91792,0.22929,0.22915,0.22955
5.3464e-17,0.87313,0.21803,0.43645,6.9455e-08
5.347e-17,0.87322,0.43674,0,0.21816
5.3472e-17,0.87326,0.43594,0.21822,0
0.00022928,0.8006,0.59971,0,0
5.6853e-17,0.92847,0,0,0.37159
5.8929e-17,0.96238,1.4897e-06,0.19261,0.19213
3.8951e-11,0.92852,6.2219e-08,0.37146,0
5.8919e-17,0.96221,0.19331,0,0.19221
5.8926e-17,0.96234,0.19249,0.19247,0
5.6857e-17,0.92854,0.37152,0,0
7.7827e-11,0.98658,0,6.8663e-08,0.16448
6.0423e-17,0.98678,0,0.16443,0
6.0407e-17,0.98652,0.16413,0,0
6.1238e-17,1.0001,0,0,0
0.16432,2.7386e-08,1.7216e-06,7.3347e-10,0.98653
0.19246,7.5256e-06,0,0.1923,0.96249
0.21822,0,3.0152e-08,0.43645,0.87299
0.2293,0,0,0.68866,0.68862
0.21812,0,9.5873e-11,0.87311,0.43648
0.19233,0,0,0.96289,0.19226
0.16445,0,0,0.98659,0
0.19265,0,0.19255,0,0.96224
0.22943,0,0.22942,0.22943,0.91792
0.25821,3.496e-12,0.25809,0.51646,0.77481
0.25844,0,0.25828,0.77474,0.51626
0.22911,0,0.22927,0.91805,0.22931
0.19257,0,0.19234,0.96252,0
0.21849,0,0.4363,0,0.87295
0.25849,0,0.51615,0.25812,0.77475
0.27807,0,0.55449,0.55509,0.55502
0.25815,0,0.51656,0.77475,0.25789
0.21816,0,0.43657,0.873,0
0.22965,0,0.68839,0,0.68834
0.2586,0.00015683,0.77486,0.25836,0.51662
0.2586,0,0.77485,0.51672,0.2582
0.2298,0,0.68839,0.68833,0
0.21846,0,0.87282,4.503e-14,0.43659
0.22939,0,0.91781,0.22938,0.22911
0.21818,8.9022e-08,0.87297,0.43644,1.8736e-06
0.19242,0,0.96237,0,0.19251
0.19248,6.6747e-08,0.96235,0.1922,0
0.16467,0,0.9865,0,0
0.19255,0.19264,1.3672e-07,2.3357e-12,0.96234
0.22958,0.22917,3.4039e-06,0.22946,0.91777
0.25808,0.25838,0,0.51635,0.77477
0.2579,0.25828,0,0.77474,0.51666
0.22934,0.22936,0,0.91784,0.22922
0.19254,0.19247,0,0.96241,0
0.22925,0.22915,0.22953,0,0.91785
0.27694,0.27728,0.27751,0.27748,0.83229
0.30161,0.30196,0.30168,0.60284,0.60323
0.27715,0.27744,0.2772,0.83241,0.2774
0.22928,0.22948,0.2293,0.91809,0
0.25816,0.258,0.51618,8.2411e-15,0.775
0.30198,0.3013,0.60329,0.30135,0.60349
0.30226,0.30154,0.60334,0.60294,0.30091
0.25751,0.25832,0.51676,0.77467,0
0.25847,0.25831,0.77448,1.2972e-11,0.5165
0.27744,0.27729,0.8321,0.27753,0.27741
0.25823,0.25844,0.77455,0.51665,0
0.23016,0.22949,0.91759,0,0.22932
0.22942,0.22948,0.91771,0.22941,0
0.19253,0.19243,0.96264,1.4566e-09,0
0.21812,0.43668,0,0,0.87318
0.25805,0.51638,3.3557e-11,0.25839,0.77473
0.27682,0.55399,0,0.55487,0.55576
0.25791,0.51624,0,0.77509,0.2581
0.21911,0.4366,0,0.8732,7.1875e-06
0.25857,0.51637,0.25768,0,0.7749
0.30191,0.60367,0.30164,0.30144,0.60333
0.30149,0.60345,0.30152,0.60304,0.30146
0.2586,0.51672,0.25826,0.77525,0
0.27751,0.55551,0.55525,0,0.55477
0.30155,0.60219,0.6041,0.30156,0.30145
0.27736,0.55532,0.55453,0.55443,0
0.25846,0.5167,0.77446,0,0.25793
0.25853,0.51683,0.77454,0.25798,0
0.21834,0.43651,0.87287,0,1.8008e-06
0.2294,0.68812,3.6588e-07,0,0.68846
0.25834,0.77489,1.8175e-06,0.25838,0.5165
0.25835,0.77535,0,0.5158,0.25754
0.22901,0.68868,0,0.68812,1.2901e-05
0.25829,0.77481,0.258,0,0.51638
0.27718,0.83219,0.27744,0.2774,0.27724
0.25816,0.77491,0.25875,0.5162,0
0.25826,0.77466,0.51633,0,0.25832
0.25818,0.77477,0.51638,0.25807,0
0.2291,0.68748,0.68943,0,1.7604e-06
0.21821,0.87321,0,2.7321e-08,0.43689
0.22987,0.91757,0,0.22946,0.22948
0.21865,0.87263,0,0.43688,0
0.22987,0.91767,0.22942,0,0.22953
0.22943,0.91802,0.22967,0.22966,0
0.21807,0.87301,0.43662,0,0
0.19219,0.96254,0,2.9188e-08,0.19214
0.19182,0.96254,0,0.19247,0
0.19219,0.9625,0.19176,0,0
0.16602,0.98671,0,0,0
0.3714,0,0,1.3836e-06,0.92855
0.43657,1.6774e-14,0,0.21791,0.87293
0.48467,9.5657e-07,0,0.48539,0.72786
0.48514,0,0,0.7277,0.48536
0.43643,0,2.0259e-12,0.87295,0.21831
0.37143,0,0,0.92863,0
0.43648,0,0.21819,2.249e-09,0.87302
0.51642,0,0.25806,0.25813,0.77477
0.55488,0,0.27774,0.55536,0.55424
0.51608,0,0.25814,0.77493,0.2582
0.43674,0,0.21834,0.87279,0
0.48534,0,0.48504,0,0.72783
0.55592,0,0.55345,0.27747,0.55523
0.55466,2.7809e-06,0.55489,0.55481,0.27739
0.48525,0,0.48532,0.72752,0
0.48492,0,0.72764,0,0.48533
0.51639,2.08e-07,0.775,0.25828,0.25838
0.48494,0,0.72781,0.48497,0
0.43667,0,0.87284,0,0.21841
0.43616,0.00020861,0.87297,0.21852,1.7295e-06
0.37143,0,0.92857,0,0
0.43645,0.21827,1.7684e-07,0,0.87295
0.51625,0.25824,0,0.25838,0.77468
0.55373,0.27689,0,0.55577,0.55512
0.51657,0.2583,0,0.77475,0.25824
0.43684,0.21843,0,0.87275,0
0.51684,0.25739,0.25815,0,0.77469
0.60472,0.30215,0.30212,0.30082,0.60146
0.60276,0.30275,0.3015,0.60287,0.30133
0.51717,0.25861,0.25794,0.77478,0
0.55375,0.27703,0.55513,0,0.55579
0.6033,0.30166,0.60338,0.30109,0.30137
0.55526,0.27744,0.55473,0.55488,8.6674e-16
0.51721,0.25843,0.77623,0,0.2588
0.51647,0.2577,0.77483,0.25843,0
0.43676,0.21815,0.87313,1.2509e-08,0
0.48507,0.48515,0,0,0.72789
0.5536,0.55584,0,0.27745,0.55487
0.55572,0.55463,0,0.55419,0.27683
0.48498,0.48553,3.8819e-13,0.72807,8.3989e-09
0.5536,0.55533,0.2782,0,0.55521
0.60233,0.60365,0.3013,0.30245,0.3019
0.55583,0.55477,0.27669,0.55446,0
0.55396,0.55526,0.55522,1.6264e-11,0.27744
0.55516,0.55414,0.55502,0.27736,0
0.48492,0.48503,0.72789,6.9477e-14,0
0.48494,0.72795,6.5414e-06,3.0271e-09,0.48491
0.51632,0.77472,0,0.258,0.25842
0.48502,0.72759,0,0.48608,0
0.51644,0.77506,0.25782,0,0.25824
0.51662,0.77493,0.2585,0.25898,0
0.48584,0.72719,0.48534,0,0
0.43658,0.87297,0,0,0.21792
0.43582,0.87342,7.449e-06,0.21826,0
0.43647,0.87336,0.21772,0,0
0.37205,0.92836,0,0,0
0.59968,0,0,2.7638e-09,0.80088
0.68822,1.5221e-05,0,0.23062,0.68802
0.72771,2.5108e-05,0,0.48519,0.4851
0.68829,0,2.9524e-10,0.68831,0.22939
0.60074,0,2.6849e-12,0.79971,0
0.68839,5.6014e-06,0.22974,0,0.68846
0.775,0,0.2583,0.25762,0.51624
0.77531,0,0.25828,0.51574,0.25833
0.68841,0,0.22974,0.68808,0
0.72782,0,0.48475,0,0.48532
0.77533,0,0.51638,0.25836,0.25874
0.7274,2.4076e-06,0.48571,0.48501,0
0.68838,1.3454e-07,0.68832,0,0.22909
0.68821,0,0.68866,0.22868,0
0.60123,0,0.80246,0,1.7214e-08
0.6883,0.22948,0,0,0.68848
0.77437,0.25828,0,0.25734,0.51761
0.77515,0.25818,1.9093e-07,0.51683,0.25847
0.68819,0.22931,0,0.68864,0
0.77489,0.25802,0.25787,0,0.51695
0.83191,0.27764,0.2768,0.27768,0.27788
0.77527,0.25818,0.25805,0.51663,2.9419e-08
0.77488,0.2587,0.51621,0,0.25792
0.77469,0.25823,0.51635,0.25861,0
0.6889,0.22893,0.68802,0,4.254e-07
0.72776,0.48478,0,0,0.48543
0.77451,0.51695,1.5975e-08,0.2582,0.25822
0.72776,0.48503,8.7262e-11,0.48537,0
0.77458,0.51637,0.25866,0,0.25843
0.77469,0.5171,0.25783,0.25818,0
0.72773,0.48492,0.48539,0,0
0.68845,0.68823,0,0,0.22911
0.68817,0.68847,1.5566e-08,0.22931,0
0.68864,0.68844,0.22975,4.871e-07,0
0.60054,0.80017,9.1136e-07,0,0
0.79993,0.00064973,0,0,0.60022
0.87309,0,0,0.21822,0.43659
0.87285,2.0919e-07,0,0.43674,0.21819
0.79997,0,0,0.60027,0
0.87271,1.3789e-06,0.21772,0,0.43716
0.91817,1.0457e-07,0.22913,0.22955,0.22977
0.87312,0,0.21858,0.43663,4.1509e-06
0.87298,0,0.43641,0,0.21824
0.87315,1.2165e-10,0.43649,0.21781,0
0.80125,0,0.601,3.0568e-15,0
0.87282,0.21851,0,0,0.4365
0.91783,0.22957,4.641e-11,0.2295,0.22948
0.87304,0.21817,0,0.43621,2.9699e-08
0.9178,0.22956,0.22925,0,0.22944
0.91776,0.22953,0.22911,0.22954,5.3171e-10
0.87287,0.21837,0.43656,0,0
0.8733,0.43658,0,0,0.2181
0.87305,0.43648,0,0.2183,0
0.873,0.43619,0.21848,0,4.3775e-07
0.80028,0.59998,0,0,0
0.92843,1.7635e-08,6.0717e-16,0,0.37174
0.96244,3.8575e-09,0,0.19246,0.19259
0.92882,0,0,0.37072,0
0.96232,0,0.19277,0,0.19254
0.96227,0,0.19314,0.19224,0
0.92885,0,0.37147,0,0
0.96247,0.19322,0,0,0.19278
0.96238,0.1925,0,0.19261,0
0.96211,0.19386,0.19223,0,0
0.92866,0.37142,7.9019e-16,0,3.125e-08
0.98664,0,0,0,0.1648
0.98652,0,0,0.16447,8.6149e-09
0.98657,0,0.16409,0,0
0.98665,0.16418,2.1891e-14,9.6092e-05,0
1.0002,0,0,0,0
